Sprite Room,Monster Room,Same Room,Neighbor Room,Distance,State,Eats
4,5,0,1,437.668,Move to random point,0
4,2,0,0,250.014,Change Room,0
2,6,0,0,327.218,Move to random point,0
2,6,0,0,374.42,Change Room,0
3,2,0,1,253.592,Move to random point,0
3,2,0,1,175.653,Move to random point,0
3,2,0,1,267.38,Move to random point,0
2,2,1,0,49.4108,Seek,0
0,5,0,0,398.076,Move to random point,0
0,5,0,0,300.632,Move to random point,0
0,5,0,0,498.922,Move to random point,0
0,5,0,0,338.134,Move to random point,0
0,5,0,0,318.06,Move to random point,0
0,2,0,1,247.435,Change Room,0
2,4,0,0,420.305,Move to random point,0
2,4,0,0,281.59,Move to random point,0
2,4,0,0,279.065,Change Room,0
2,2,1,0,10.2387,Reset,1
0,5,0,0,398.279,Move to random point,0
0,2,0,1,246.469,Move to random point,0
0,2,0,1,181.946,Move to random point,0
0,2,0,1,233.102,Move to random point,0
0,2,0,1,337.605,Move to random point,0
0,2,0,1,307.863,Move to random point,0
0,2,0,1,250.06,Move to random point,0
2,2,1,0,170.714,Seek,0
0,5,0,0,398.2,Move to random point,0
0,5,0,0,480.075,Move to random point,0
0,5,0,0,512.876,Move to random point,0
0,5,0,0,367.006,Move to random point,0
0,5,0,0,368.805,Move to random point,0
0,2,0,1,270.75,Move to random point,0
0,2,0,1,250.479,Move to random point,0
0,2,0,1,210.092,Change Room,0
0,4,0,0,332.793,Move to random point,0
0,4,0,0,293.513,Move to random point,0
0,4,0,0,275.162,Move to random point,0
0,4,0,0,344.664,Change Room,0
1,5,0,0,272.781,Move to random point,0
1,2,0,1,124.295,Move to random point,0
1,2,0,1,238.505,Move to random point,0
1,2,0,1,218.931,Change Room,0
5,6,0,1,329.822,Move to random point,0
4,6,0,0,363.618,Move to random point,0
4,6,0,0,296.331,Change Room,0
2,2,1,0,136.318,Seek,0
0,2,0,1,267.051,Change Room,0
0,2,0,1,168.257,Move to random point,0
2,2,1,0,209.562,Seek,0
0,5,0,0,398.072,Move to random point,0
0,2,0,1,282.673,Move to random point,0
0,2,0,1,198.145,Move to random point,0
0,2,0,1,186.374,Move to random point,0
0,2,0,1,289.682,Move to random point,0
0,2,0,1,267.773,Move to random point,0
2,2,1,0,307.551,Seek,0
0,5,0,0,398.236,Move to random point,0
0,2,0,1,206.863,Move to random point,0
0,2,0,1,345.719,Move to random point,0
0,2,0,1,379.333,Move to random point,0
0,2,0,1,165.482,Move to random point,0
0,2,0,1,268.418,Change Room,0
3,4,0,0,68.2777,Move to random point,0
2,4,0,0,275.425,Move to random point,0
2,4,0,0,392.847,Change Room,0
2,2,1,0,55.6522,Seek,0
2,2,1,0,55.1444,Seek,0
5,2,0,1,71.8177,Change Room,0
5,5,1,0,10.7414,Reset,1
0,5,0,0,398.128,Move to random point,0
0,2,0,1,166.501,Move to random point,0
0,2,0,1,148.163,Move to random point,0
0,2,0,1,318,Move to random point,0
0,2,0,1,53.321,Change Room,0
3,4,0,0,121.225,Move to random point,0
3,4,0,0,243.294,Move to random point,0
3,4,0,0,118.753,Change Room,0
5,5,1,0,247.383,Seek,0
2,2,1,0,40.4366,Seek,0
5,5,1,0,41.4618,Seek,0
0,5,0,0,398.248,Move to random point,0
0,5,0,0,279.701,Move to random point,0
0,2,0,1,360.021,Move to random point,0
0,2,0,1,252.955,Move to random point,0
0,2,0,1,306.016,Move to random point,0
0,2,0,1,162.454,Change Room,0
4,4,1,0,129.072,Seek,0
5,4,0,0,50.9479,Change Room,0
5,5,1,0,10.8541,Reset,1
0,5,0,0,398.198,Move to random point,0
0,2,0,1,106.422,Move to random point,0
0,2,0,1,315.069,Move to random point,0
0,2,0,1,234.54,Move to random point,0
0,2,0,1,290.839,Change Room,0
2,4,0,0,234.46,Move to random point,0
2,4,0,0,211.291,Move to random point,0
2,4,0,0,297.606,Move to random point,0
0,4,0,0,191.033,Change Room,0
0,2,0,1,188.046,Move to random point,0
0,2,0,1,242.532,Move to random point,0
0,2,0,1,222.581,Change Room,0
0,6,0,0,581.955,Move to random point,0
0,6,0,0,526.421,Move to random point,0
2,6,0,0,500.005,Change Room,0
2,5,0,1,160.716,Move to random point,0
2,2,1,0,12.0218,Reset,1
0,5,0,0,398.177,Move to random point,0
0,5,0,0,415.873,Move to random point,0
0,5,0,0,356.317,Move to random point,0
0,5,0,0,420.051,Move to random point,0
0,5,0,0,207.091,Move to random point,0
0,5,0,0,468.67,Move to random point,0
0,5,0,0,471.215,Move to random point,0
0,5,0,0,258.82,Move to random point,0
2,5,0,1,279.673,Change Room,0
1,4,0,0,462.179,Move to random point,0
1,4,0,0,409.794,Move to random point,0
1,4,0,0,515.174,Move to random point,0
2,4,0,0,548.528,Move to random point,0
2,4,0,0,556.979,Change Room,0
5,5,1,0,32.329,Seek,0
0,5,0,0,398.314,Move to random point,0
0,5,0,0,373.21,Move to random point,0
0,5,0,0,310.811,Move to random point,0
0,2,0,1,176.274,Move to random point,0
0,2,0,1,432.89,Move to random point,0
0,2,0,1,230.973,Change Room,0
2,4,0,0,405.17,Move to random point,0
2,4,0,0,507.562,Move to random point,0
2,4,0,0,526.34,Move to random point,0
1,4,0,0,385.894,Change Room,0
1,5,0,0,303.45,Move to random point,0
2,0,0,0,230.971,Change Room,0
2,6,0,0,441.666,Move to random point,0
2,6,0,0,351.433,Move to random point,0
5,6,0,1,343.637,Change Room,0
4,5,0,1,135.554,Move to random point,0
4,5,0,1,199.235,Move to random point,0
4,2,0,0,446.74,Move to random point,0
4,2,0,0,471.128,Change Room,0
5,2,0,1,411.054,Move to random point,0
5,2,0,1,333.199,Move to random point,0
2,2,1,0,78.7759,Seek,0
0,5,0,0,398.205,Move to random point,0
0,2,0,1,285.917,Move to random point,0
0,2,0,1,190.195,Move to random point,0
0,2,0,1,294.677,Move to random point,0
0,2,0,1,229.829,Move to random point,0
0,2,0,1,286.578,Move to random point,0
0,2,0,1,203.146,Change Room,0
2,4,0,0,393.767,Move to random point,0
2,4,0,0,367.889,Move to random point,0
5,4,0,0,340.873,Change Room,0
2,5,0,1,161.151,Move to random point,0
5,2,0,1,31.0158,Change Room,0
5,5,1,0,13.0248,Reset,1
0,5,0,0,398.092,Move to random point,0
0,5,0,0,376.773,Move to random point,0
0,2,0,1,279.333,Move to random point,0
0,2,0,1,358.585,Move to random point,0
0,2,0,1,243.221,Move to random point,0
0,2,0,1,212.956,Move to random point,0
0,2,0,1,250.131,Change Room,0
1,4,0,0,397.493,Move to random point,0
2,4,0,0,500.901,Change Room,0
2,5,0,1,225.32,Move to random point,0
5,2,0,1,157.102,Move to random point,0
5,2,0,1,94.5878,Move to random point,0
6,2,0,0,271.881,Change Room,0
0,5,0,0,398.131,Move to random point,0
0,5,0,0,536.383,Move to random point,0
0,5,0,0,321.592,Move to random point,0
0,5,0,0,380.507,Move to random point,0
0,2,0,1,231.049,Move to random point,0
0,2,0,1,181.124,Change Room,0
0,4,0,0,302.182,Move to random point,0
0,4,0,0,286.272,Move to random point,0
0,4,0,0,361.256,Change Room,0
3,5,0,0,334.091,Move to random point,0
3,2,0,1,281.502,Move to random point,0
3,2,0,1,285.909,Move to random point,0
3,2,0,1,78.4536,Move to random point,0
3,2,0,1,79.4717,Change Room,0
4,6,0,0,299.999,Move to random point,0
4,6,0,0,149.276,Move to random point,0
4,6,0,0,317.235,Change Room,0
5,2,0,1,120.979,Move to random point,0
5,2,0,1,158.952,Move to random point,0
5,2,0,1,107.624,Change Room,0
6,2,0,0,216.622,Move to random point,0
6,2,0,0,371.952,Move to random point,0
6,2,0,0,336.813,Move to random point,0
6,2,0,0,365.604,Move to random point,0
6,2,0,0,376.842,Move to random point,0
6,2,0,0,322.072,Move to random point,0
6,2,0,0,424.704,Move to random point,0
6,2,0,0,427.428,Move to random point,0
6,2,0,0,356.803,Change Room,0
2,1,0,1,287.105,Move to random point,0
2,1,0,1,251.402,Move to random point,0
2,1,0,1,218.52,Move to random point,0
2,1,0,1,248.271,Move to random point,0
2,1,0,1,218.277,Move to random point,0
2,1,0,1,223.177,Change Room,0
5,2,0,1,175.775,Move to random point,0
5,2,0,1,173.089,Move to random point,0
5,2,0,1,232.241,Move to random point,0
5,2,0,1,254.93,Move to random point,0
2,2,1,0,170.593,Seek,0
1,5,0,0,199.156,Change Room,0
2,3,0,1,248.444,Move to random point,0
2,3,0,1,259.254,Move to random point,0
2,3,0,1,296.082,Move to random point,0
2,3,0,1,281.509,Move to random point,0
5,3,0,0,260.384,Move to random point,0
5,3,0,0,266.314,Move to random point,0
5,3,0,0,261.255,Change Room,0
6,2,0,0,316.319,Move to random point,0
6,2,0,0,452.631,Move to random point,0
5,2,0,1,424.488,Move to random point,0
5,2,0,1,429.488,Move to random point,0
2,2,1,0,173.322,Seek,0
0,5,0,0,398.039,Move to random point,0
0,2,0,1,258.804,Move to random point,0
0,2,0,1,255.074,Move to random point,0
0,2,0,1,140.575,Move to random point,0
0,2,0,1,159.888,Move to random point,0
0,2,0,1,126.976,Move to random point,0
0,2,0,1,153.737,Move to random point,0
0,2,0,1,273.754,Change Room,0
5,4,0,0,357.462,Move to random point,0
2,4,0,0,342.933,Move to random point,0
2,4,0,0,406.219,Change Room,0
6,5,0,1,199.916,Move to random point,0
6,5,0,1,211.848,Move to random point,0
6,5,0,1,171.086,Move to random point,0
6,5,0,1,178.052,Change Room,0
0,5,0,0,398.068,Move to random point,0
0,5,0,0,182.47,Move to random point,0
0,5,0,0,438.54,Move to random point,0
0,2,0,1,161.121,Move to random point,0
0,2,0,1,201.826,Move to random point,0
0,2,0,1,159.57,Change Room,0
2,4,0,0,339.653,Move to random point,0
1,4,0,0,421.954,Move to random point,0
1,4,0,0,449.797,Change Room,0
1,5,0,0,309.61,Move to random point,0
1,5,0,0,398.83,Move to random point,0
2,2,1,0,207.283,Seek,0
3,2,0,1,247.511,Change Room,0
3,6,0,0,391.252,Move to random point,0
2,6,0,0,349.24,Move to random point,0
2,6,0,0,305.318,Move to random point,0
0,6,0,0,493.897,Move to random point,0
0,6,0,0,552.897,Change Room,0
0,2,0,1,324.707,Move to random point,0
2,2,1,0,145.095,Seek,0
0,5,0,0,398.105,Move to random point,0
0,5,0,0,342.108,Move to random point,0
0,5,0,0,311.306,Move to random point,0
0,2,0,1,236.77,Move to random point,0
0,2,0,1,369.361,Move to random point,0
0,2,0,1,76.3388,Change Room,0
3,4,0,0,444.068,Move to random point,0
2,4,0,0,307.156,Change Room,0
5,5,1,0,236.874,Seek,0
0,5,0,0,398.071,Move to random point,0
0,3,0,0,241.474,Move to random point,0
0,3,0,0,103.094,Move to random point,0
0,3,0,0,90.0089,Move to random point,0
0,3,0,0,219.864,Change Room,0
2,4,0,0,449.247,Move to random point,0
2,4,0,0,314.524,Move to random point,0
5,4,0,0,450.206,Change Room,0
5,5,1,0,91.0539,Seek,0
5,5,1,0,112.54,Seek,0
5,5,1,0,90.701,Seek,0
5,5,1,0,104.848,Seek,0
2,5,0,1,17.9582,Move to random point,0
2,2,1,0,10.1919,Reset,1
0,5,0,0,398.144,Move to random point,0
0,5,0,0,414.761,Move to random point,0
0,5,0,0,308.674,Move to random point,0
0,5,0,0,407.543,Move to random point,0
0,2,0,1,278.66,Move to random point,0
0,2,0,1,225.192,Move to random point,0
0,2,0,1,227.691,Change Room,0
5,5,1,0,10.2371,Reset,1
0,5,0,0,398.136,Move to random point,0
0,5,0,0,400.334,Move to random point,0
0,2,0,1,398.885,Move to random point,0
0,2,0,1,212.154,Move to random point,0
0,2,0,1,210.54,Move to random point,0
0,2,0,1,207.265,Change Room,0
6,4,0,0,352.19,Move to random point,0
6,4,0,0,405.747,Move to random point,0
6,4,0,0,469.133,Change Room,0
3,3,1,0,44.795,Seek,0
0,5,0,0,398.054,Move to random point,0
0,5,0,0,229.31,Move to random point,0
0,5,0,0,442.952,Move to random point,0
0,2,0,1,278.863,Move to random point,0
0,2,0,1,271.582,Move to random point,0
0,2,0,1,226.061,Move to random point,0
0,2,0,1,220.233,Change Room,0
6,4,0,0,351.556,Move to random point,0
6,4,0,0,338.081,Move to random point,0
6,4,0,0,387.552,Move to random point,0
6,4,0,0,301.461,Change Room,0
0,5,0,0,398.193,Move to random point,0
0,5,0,0,520.981,Move to random point,0
0,5,0,0,430.342,Move to random point,0
0,2,0,1,120.017,Move to random point,0
0,2,0,1,146.2,Change Room,0
5,5,1,0,11.7487,Reset,1
0,5,0,0,398.329,Move to random point,0
0,5,0,0,482.235,Move to random point,0
0,5,0,0,551.906,Move to random point,0
0,5,0,0,294.09,Move to random point,0
0,5,0,0,492.916,Move to random point,0
0,5,0,0,291.643,Change Room,0
3,4,0,0,302.228,Move to random point,0
3,4,0,0,401.039,Move to random point,0
2,4,0,0,97.9065,Change Room,0
2,5,0,1,236.661,Move to random point,0
2,5,0,1,142.174,Move to random point,0
2,5,0,1,179.231,Move to random point,0
3,5,0,0,166.494,Move to random point,0
3,3,1,0,105.045,Seek,0
3,3,1,0,10.0068,Reset,1
0,5,0,0,398.066,Move to random point,0
0,5,0,0,325.299,Move to random point,0
0,2,0,1,331.371,Move to random point,0
0,2,0,1,152.999,Move to random point,0
0,2,0,1,113.708,Move to random point,0
0,2,0,1,264.171,Move to random point,0
2,2,1,0,361.149,Seek,0
0,5,0,0,398.297,Move to random point,0
0,5,0,0,451.992,Move to random point,0
0,2,0,1,343.083,Move to random point,0
0,2,0,1,311.704,Move to random point,0
0,2,0,1,287.395,Move to random point,0
0,2,0,1,228.77,Move to random point,0
0,2,0,1,340.531,Change Room,0
3,4,0,0,275.412,Move to random point,0
3,4,0,0,388.433,Change Room,0
5,5,1,0,180.238,Seek,0
0,5,0,0,398.105,Move to random point,0
0,5,0,0,314.979,Move to random point,0
0,5,0,0,446.108,Move to random point,0
0,5,0,0,379.08,Move to random point,0
0,5,0,0,254.078,Move to random point,0
0,5,0,0,321.497,Move to random point,0
5,5,1,0,276.164,Seek,0
0,5,0,0,398.299,Move to random point,0
0,5,0,0,377.143,Move to random point,0
0,5,0,0,448.385,Move to random point,0
0,5,0,0,266.873,Move to random point,0
0,2,0,1,178.788,Move to random point,0
0,2,0,1,219.63,Move to random point,0
0,2,0,1,208.257,Change Room,0
3,4,0,0,36.7899,Move to random point,0
3,4,0,0,129.35,Move to random point,0
5,4,0,0,352.669,Change Room,0
0,5,0,0,398.071,Move to random point,0
0,5,0,0,491.702,Move to random point,0
0,2,0,1,429.388,Move to random point,0
0,2,0,1,141.407,Move to random point,0
0,2,0,1,289.293,Change Room,0
0,5,0,0,398.296,Move to random point,0
0,2,0,1,449.475,Move to random point,0
0,2,0,1,445.659,Move to random point,0
0,2,0,1,286.197,Move to random point,0
0,2,0,1,317.918,Move to random point,0
0,2,0,1,314.222,Move to random point,0
0,2,0,1,283.27,Move to random point,0
0,2,0,1,292.973,Change Room,0
4,4,1,0,273.198,Seek,0
0,5,0,0,398.066,Move to random point,0
0,2,0,1,233.306,Move to random point,0
0,2,0,1,239.704,Move to random point,0
0,2,0,1,312.543,Move to random point,0
0,2,0,1,134.274,Move to random point,0
0,2,0,1,254.469,Change Room,0
6,4,0,0,393.572,Move to random point,0
5,4,0,0,358.33,Change Room,0
2,5,0,1,100.871,Move to random point,0
2,2,1,0,207.163,Seek,0
2,2,1,0,159.555,Seek,0
1,2,0,1,28.7283,Change Room,0
1,6,0,0,590.7,Move to random point,0
2,6,0,0,499.668,Change Room,0
2,5,0,1,226.299,Move to random point,0
2,2,1,0,139.603,Seek,0
2,2,1,0,12.4384,Reset,1
0,5,0,0,398.067,Move to random point,0
0,2,0,1,380.099,Move to random point,0
0,2,0,1,400.502,Move to random point,0
0,2,0,1,278.9,Move to random point,0
0,2,0,1,232.815,Move to random point,0
0,2,0,1,176.012,Move to random point,0
0,2,0,1,382.361,Change Room,0
6,4,0,0,444.736,Move to random point,0
6,4,0,0,323.297,Change Room,0
2,2,1,0,10.7237,Reset,1
0,5,0,0,398.234,Move to random point,0
0,5,0,0,413.567,Move to random point,0
0,5,0,0,242.908,Move to random point,0
0,5,0,0,464.826,Move to random point,0
0,2,0,1,252.889,Change Room,0
2,4,0,0,350.705,Move to random point,0
2,4,0,0,453.756,Move to random point,0
2,4,0,0,531.693,Change Room,0
0,5,0,0,398.067,Move to random point,0
0,5,0,0,280.939,Move to random point,0
0,5,0,0,408.945,Move to random point,0
0,5,0,0,405.496,Move to random point,0
0,2,0,1,305.933,Move to random point,0
0,2,0,1,431.237,Move to random point,0
0,2,0,1,361.301,Change Room,0
5,4,0,0,372.511,Move to random point,0
4,4,1,0,188.809,Seek,0
0,5,0,0,398.327,Move to random point,0
0,3,0,0,145.656,Move to random point,0
0,3,0,0,141.197,Move to random point,0
0,3,0,0,166.176,Move to random point,0
0,3,0,0,117.166,Move to random point,0
0,3,0,0,87.6842,Change Room,0
